date,strategy_version,stage,match,team_a,team_b,play,selection,probability,raw_model_probability,odds,league_calibrated_probability,league_calibration_samples,market_probability,value_edge,expected_value,stake,expected_return,expected_profit,reason,legs_json
2026-07-16,value-v3,欧联,费伦茨瓦 vs 伏伊伏丁,费伦茨瓦,伏伊伏丁,观察单,胜,0.6735249056807855,0.7137418171624796,1.33,0.7137418171624796,0,0.6664278036546042,0.007097102026181301,0.8957881245554448,0,0.0,0.0,零金额观察单；保守概率67.4%，联赛校准概率71.4%，原模型71.4%，市场公平概率66.6%，仅用于概率校准和CLV，不计入盈亏,[]
2026-07-16,value-v3,美职联,圣路易斯 vs 堪萨斯城,圣路易斯,堪萨斯城,观察单,胜,0.6847293236217822,0.7059073564499114,1.3,0.7059073564499114,0,0.6809920237109358,0.00373729991084637,0.8901481207083168,0,0.0,0.0,零金额观察单；保守概率68.5%，联赛校准概率70.6%，原模型70.6%，市场公平概率68.1%，仅用于概率校准和CLV，不计入盈亏,[]
2026-07-16,value-v3,美职联,西雅图 vs 波特兰,西雅图,波特兰,观察单,胜,0.664691821766324,0.6863063583327731,1.34,0.6863063583327731,0,0.6608774917840095,0.003814329982314568,0.8906870411668742,0,0.0,0.0,零金额观察单；保守概率66.5%，联赛校准概率68.6%，原模型68.6%，市场公平概率66.1%，仅用于概率校准和CLV，不计入盈亏,[]
2026-07-16,value-v3,巴西甲,博塔弗戈 vs 桑托斯,博塔弗戈,桑托斯,观察单,胜,0.4973850065929326,0.5105518802075626,1.79,0.5105518802075626,0,0.4950614406609391,0.00232356593199351,0.8903191618013494,0,0.0,0.0,零金额观察单；保守概率49.7%，联赛校准概率51.1%，原模型51.1%，市场公平概率49.5%，仅用于概率校准和CLV，不计入盈亏,[]
2026-07-16,value-v3,欧联,德里城 vs 索非陆军,德里城,索非陆军,观察单,负,0.5347317554474594,0.5059873144575872,1.64,0.5059873144575872,0,0.5398043038574369,-0.0050725484099775064,0.8769600789338334,0,0.0,0.0,零金额观察单；保守概率53.5%，联赛校准概率50.6%，原模型50.6%，市场公平概率54.0%，仅用于概率校准和CLV，不计入盈亏,[]
