date,match,team_a,team_b,play,selection,probability,odds,market_probability,value_edge,expected_value,stake,expected_return,expected_profit,reason,legs_json
2026-07-12,布兰 vs 斯达,布兰,斯达,胜平负4串1,布兰vs斯达 胜 × 哈马比vs卡尔马 胜 × 罗森博格vs克里斯蒂 胜 × 桑纳菲vs汉坎 胜,0.1934190512076598,4.18,0.14728146263486758,0.04613758857279221,0.8084916340480178,30,24.25,-5.75,组合概率19.3%，市场公平概率14.7%，概率优势4.6%；分析参考中国足彩网专业欧赔市场，方案赔率采用中国足彩网，组合赔率4.18,"[{""date"": ""2026-07-12"", ""team_a"": ""布兰"", ""team_b"": ""斯达"", ""kind"": ""胜平负"", ""selection"": ""胜"", ""probability"": 0.7168856160584716, ""market_probability"": 0.6812903225806451, ""value_edge"": 0.03559529347782642, ""odds"": 1.3}, {""date"": ""2026-07-12"", ""team_a"": ""哈马比"", ""team_b"": ""卡尔马"", ""kind"": ""胜平负"", ""selection"": ""胜"", ""probability"": 0.7223973738108228, ""market_probability"": 0.7082627517410126, ""value_edge"": 0.014134622069810199, ""odds"": 1.25}, {""date"": ""2026-07-12"", ""team_a"": ""罗森博格"", ""team_b"": ""克里斯蒂"", ""kind"": ""胜平负"", ""selection"": ""胜"", ""probability"": 0.6663910872099695, ""market_probability"": 0.6194291507667178, ""value_edge"": 0.04696193644325175, ""odds"": 1.43}, {""date"": ""2026-07-12"", ""team_a"": ""桑纳菲"", ""team_b"": ""汉坎"", ""kind"": ""胜平负"", ""selection"": ""胜"", ""probability"": 0.5604592530369953, ""market_probability"": 0.4927536231884058, ""value_edge"": 0.06770562984858947, ""odds"": 1.8}]"
