date,kickoff_local,kickoff_at,stage,team_a,team_b,neutral,venue,odds_a,odds_draw,odds_b,market_odds_a,market_odds_draw,market_odds_b,analysis_source,is_single_had,is_single_hhad,is_single_ttg,match_num,match_id,pool_status
2026-07-26,周日201,2026-07-26 18:30,韩K联,首尔FC,蔚山现代,false,中国足彩网备用数据,1.63,3.55,4.26,1.80,3.55,4.01,中国足彩网专业欧赔市场,true,false,false,周日201,2040623,
2026-07-26,周日202,2026-07-26 18:30,韩K联,仁川联队,富川FC,false,中国足彩网备用数据,1.56,3.35,5.30,1.70,3.36,5.00,中国足彩网专业欧赔市场,false,false,false,周日202,2040624,
2026-07-26,周日203,2026-07-26 18:30,韩K联,光州FC,济州SK,false,中国足彩网备用数据,3.65,3.00,1.92,3.88,3.21,1.94,中国足彩网专业欧赔市场,false,false,false,周日203,2040625,
2026-07-26,周日204,2026-07-26 18:30,韩K联,FC安养,江原FC,false,中国足彩网备用数据,4.10,2.98,1.82,3.92,3.13,1.95,中国足彩网专业欧赔市场,false,false,false,周日204,2040626,
2026-07-26,周日205,2026-07-26 20:00,瑞典超,布鲁马波,哈马比,false,中国足彩网备用数据,6.05,4.70,1.33,6.04,4.64,1.43,中国足彩网专业欧赔市场,false,false,false,周日205,2040627,
2026-07-26,周日206,2026-07-26 20:00,瑞典超,天狼星,哥德堡,false,中国足彩网备用数据,1.31,4.88,6.20,1.44,4.66,5.87,中国足彩网专业欧赔市场,false,false,false,周日206,2040628,
2026-07-26,周日207,2026-07-26 20:00,芬超,国际图尔,赫尔火花,false,中国足彩网备用数据,1.66,3.65,3.95,1.72,3.70,4.30,中国足彩网专业欧赔市场,false,false,false,周日207,2040629,
2026-07-26,周日208,2026-07-26 20:00,芬超,埃尔维斯,拉赫蒂,false,中国足彩网备用数据,2.08,3.40,2.82,2.26,3.59,2.76,中国足彩网专业欧赔市场,false,false,false,周日208,2040630,
2026-07-26,周日209,2026-07-26 20:30,挪超,布兰,瓦勒伦加,false,中国足彩网备用数据,1.61,4.10,3.80,1.72,4.04,4.00,中国足彩网专业欧赔市场,false,false,false,周日209,2040631,
2026-07-26,周日210,2026-07-26 22:00,芬超,赫尔辛基,图尔库,false,中国足彩网备用数据,1.50,4.10,4.56,1.47,4.44,5.61,中国足彩网专业欧赔市场,false,false,false,周日210,2040632,
2026-07-26,周日211,2026-07-26 22:30,瑞典超,盖斯,哈斯塔德,false,中国足彩网备用数据,1.23,5.10,8.30,1.33,4.92,7.89,中国足彩网专业欧赔市场,false,false,false,周日211,2040633,
2026-07-26,周日212,2026-07-26 22:30,瑞典超,马尔默,埃夫斯堡,false,中国足彩网备用数据,1.77,3.60,3.50,1.84,3.66,3.79,中国足彩网专业欧赔市场,false,false,false,周日212,2040634,
2026-07-26,周日213,2026-07-26 23:00,挪超,萨普斯堡,汉坎,false,中国足彩网备用数据,1.55,3.95,4.35,1.70,3.95,4.24,中国足彩网专业欧赔市场,false,false,false,周日213,2040635,
2026-07-26,周日214,2026-07-26 23:00,挪超,KF奥斯陆,莫尔德,false,中国足彩网备用数据,2.80,3.55,2.04,2.97,3.57,2.16,中国足彩网专业欧赔市场,true,false,false,周日214,2040636,
2026-07-26,周日215,2026-07-26 23:00,挪超,桑纳菲,博德闪耀,false,中国足彩网备用数据,7.10,5.50,1.24,7.20,5.32,1.34,中国足彩网专业欧赔市场,false,false,false,周日215,2040637,
2026-07-26,周日216,2026-07-27 01:15,挪超,奥勒松,维京,false,中国足彩网备用数据,5.00,4.55,1.41,5.37,4.62,1.48,中国足彩网专业欧赔市场,false,false,false,周日216,2040638,
2026-07-26,周日217,2026-07-27 05:30,巴西甲,弗拉门戈,圣保罗,false,中国足彩网备用数据,1.35,4.25,6.50,1.46,4.20,6.65,中国足彩网专业欧赔市场,false,false,false,周日217,2040639,
2026-07-26,周日218,2026-07-27 05:30,巴西甲,格雷米奥,弗鲁米嫩,false,中国足彩网备用数据,2.62,2.95,2.46,2.62,3.26,2.58,中国足彩网专业欧赔市场,false,false,false,周日218,2040640,
