date,kickoff_local,kickoff_at,stage,team_a,team_b,neutral,venue,odds_a,odds_draw,odds_b,market_odds_a,market_odds_draw,market_odds_b,analysis_source,is_single_had,is_single_hhad,is_single_ttg,match_num,match_id,pool_status
2026-07-25,周六201,2026-07-25 18:30,韩K联,金泉尚武,大田市民,false,中国足彩网备用数据,2.85,3.05,2.22,2.88,3.26,2.31,中国足彩网专业欧赔市场,false,false,false,周六201,2040612,
2026-07-25,周六202,2026-07-25 18:30,韩K联,浦项制铁,全北现代,false,中国足彩网备用数据,2.98,2.82,2.28,3.03,3.04,2.34,中国足彩网专业欧赔市场,true,false,false,周六202,2040613,
2026-07-25,周六203,2026-07-25 21:00,瑞典超,代格福什,佐加顿斯,false,中国足彩网备用数据,4.45,3.85,1.55,4.24,3.78,1.73,中国足彩网专业欧赔市场,false,false,false,周六203,2040614,
2026-07-25,周六204,2026-07-25 21:30,芬超,玛丽港,奥卢,false,中国足彩网备用数据,5.20,4.20,1.43,5.14,4.10,1.55,中国足彩网专业欧赔市场,false,false,false,周六204,2040615,
2026-07-25,周六205,2026-07-25 22:00,挪超,克里斯蒂,斯达,false,中国足彩网备用数据,1.96,3.50,3.00,2.15,3.47,3.06,中国足彩网专业欧赔市场,false,false,false,周六205,2040616,
2026-07-25,周六206,2026-07-25 22:00,芬超,库普斯,瓦萨,false,中国足彩网备用数据,2.01,3.30,3.05,1.95,3.56,3.50,中国足彩网专业欧赔市场,false,false,false,周六206,2040617,
2026-07-25,周六207,2026-07-25 23:30,瑞典超,卡尔马,米亚尔比,false,中国足彩网备用数据,2.20,3.32,2.68,2.30,3.42,2.84,中国足彩网专业欧赔市场,true,false,false,周六207,2040618,
2026-07-25,周六208,2026-07-26 05:30,巴西甲,巴竞技,巴西国际,false,中国足彩网备用数据,1.94,3.10,3.43,1.98,3.22,3.83,中国足彩网专业欧赔市场,false,false,false,周六208,2040619,
2026-07-25,周六209,2026-07-26 05:30,巴西甲,桑托斯,沙佩科,false,中国足彩网备用数据,1.26,4.80,8.00,1.38,4.63,7.55,中国足彩网专业欧赔市场,false,false,false,周六209,2040620,
2026-07-25,周六210,2026-07-26 09:30,美职联,圣地亚哥,达拉斯,false,中国足彩网备用数据,2.16,3.65,2.55,2.17,3.81,2.79,中国足彩网专业欧赔市场,false,false,false,周六210,2040621,
2026-07-25,周六211,2026-07-26 10:30,美职联,圣何塞,洛城银河,false,中国足彩网备用数据,1.70,3.90,3.52,1.82,4.01,3.59,中国足彩网专业欧赔市场,false,false,false,周六211,2040622,
